smiles
BrC1=C(Br)C(Br)=C(OC2=C(Br)C(Br)=C(Br)C(Br)=C2Br)C(Br)=C1Br
CN(CCCC(O)C1=CC=CN=C1)N=O
CN(CCCC(=O)C1=CC=CN=C1)N=O
Cl.Cl.NC1=CC=C(N)C=C1
CN(C)CCN(CC1=CSC=C1)C1=NC=CC=C1
CC(=O)NC1=CC=C(C=C1)\N=N\C1=C(O)C=CC(C)=C1
CC(=O)C=O
[Cl-].CC[N+](CC)(CC)CC1=CC=CC=C1
CCC1=C(Br)C(Br)=C(Br)C(Br)=C1Br
N1C=CC=C1
CCN(CC)C1=CC=C(C=O)C=C1
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O
CCC1=CC(CC)=CC=C1
COC1=CC=CC(O)=C1
CC1(C)[C@H]2CC[C@]1(C)C(=O)C2
OC1=C(I)C=C(I)C=C1I
CCCCCCCCC(C)=O
OCCCC1=CN=CC=C1
CCN(CC)C1=CC=C(C=O)C(O)=C1
ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=C(Cl)C=CC=C1
CCC(C)C1=CC=CC=C1
OC1=CC=CC(=C1)C1=CC=CC=C1
CN(C)CCCOC1(CC2=CC=CC=C2)CCCCCC1
CCN(CC)C(=O)C1CN2CCC3=CC(OC)=C(OC)C=C3C2CC1OC(C)=O
CN(C)CCOC(C1=CC=CC=C1)C1=CC=C(Br)C=C1
CC1=CC=C(Cl)C(OCC(O)CNC(C)(C)C)=C1
CC(C)(N)CC1=CC=CC=C1Cl
ClC1=CC2=C(NC(=O)CN3CCOC23C2=C(Cl)C=CC=C2)C=C1
CCOC1=C(C=NN(C)C1=O)N1CCOCC1
CC(C)CC1=CC=C(C=C1)C(C)C(=O)OCC1=NC=CC=C1
CNC(=O)C1=C(I)C(C(O)=O)=C(I)C(NC(=O)CCCCC(=O)NC2=C(I)C(C(=O)NC)=C(I)C(C(O)=O)=C2I)=C1I
CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
CCN1C=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC1=O
CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
CCOC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC1=NC(OC)=CC(Cl)=N1
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@@H]1Cl
C1=CC2=C(C=C1)C1=C3C2=CC2=C4C(C=CC(C=C1)=C34)=CC=C2
Cl.CC(Cl)CN(C)C
OCCCCl
CCOC(OCC)\C=C(/C)CCC=C(C)C
COC1=CC=C(OC)C(=C1)\N=N\C1=C2C=CC=CC2=CC=C1O
BrCC(Br)COC(=O)C=C
