smiles
CC#N
CC(=O)NNC1=CC=CC=C1
CC(=O)N[C@@H](CS)C(O)=O
CCOC(OCC)C=C
NC(=O)CCCCC(N)=O
OC(=O)CC1=CC=C(OCC=C)C(Cl)=C1
Cl.CCN1C2=CC=CC=C2C2=C1C=CC(N)=C2
NCCCCCC(O)=O
NC1=CC=C(C=C1)C1=CC=CC=C1
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
O.O.O.CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O
COC1=CC=C(C=CC)C=C1
O=C1C2=C(C=CC=C2)C(=O)C2=C1C=CC=C2
CC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OCCCl

CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1
O=C1CC(=O)NC(=O)N1
Cl.Cl.NC1=CC=C(C=C1)C1=CC=C(N)C=C1
S(SC1=NC2=C(S1)C=CC=C2)C1=NC2=C(S1)C=CC=C2
NNC(=O)C1=CC=CC=C1
ClCC1=CC=CC=C1
S=C=NCC1=CC=CC=C1
Cl.Cl.NNCC1=CC=CC=C1
CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC
ClCOCCl
Cl[Bi]=O
OCCBr
CCCCCl
CC(C)(C)C1=CC(CO)=CC(=C1O)C(C)(C)C
OC(=O)C=CC1=CC(O)=C(O)C=C1
[Cl-].[Cl-].[Ca++]
CS(O)(=O)=O.CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(N)=N)C=C2)C=C1
Cl.NNC(N)=O
NC(=O)NC1=CC=C(C=C1)[As](O)(O)=O
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
OC(O)C(Cl)(Cl)Cl
NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1
CC(=C)CCl
CC1=CC=C(Cl)C=C1N
Cl.NC1=CC=C(Cl)C=C1
ClC1=CC=CC=C1
ClC(Br)Br
ClC(Cl)Cl
[O-][N+](=O)C(Cl)(Cl)Cl
[Cl-].C[N+](C)(C)CCO
[Cr+3].CC([O-])=O.CC([O-])=O.CC([O-])=O
OC1=CC=CC2=C1C(=O)C1=C(O)C=CC=C1C2=O
CN\C(NCCSCC1=C(C)NC=N1)=N/C#N
COC1=C2O[C@H]3[C@@H](O)C=C[C@H]4[C@H]5CC(C=C1)=C2[C@@]34CCN5C
CN[C@H]1CCC2=C(C(OC)=C(OC)C(OC)=C2)C2=CC=C(OC)C(=O)C=C12
OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O
ON=C1CCCC1
Cl.N[C@@H](CS)C(O)=O
CN(C)N=NC1=C(NC=N1)C(N)=O
