"SMILES","Binary Activity"
"B.C1COCCN1",0
"BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br",0
"BrCBr",0
"BrCC(Br)c1ccccc1",0
"BrCCBr",0
"BrCCCCBr",0
"Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br",0
"Brc1cc(Br)cc(Br)c1",0
"Brc1ccc(Br)cc1",0
"Brc1ccc(CN2CCN(c3ccccn3)CC2)s1",0
"Brc1ccc(CNc2ccc3c(c2)[C@H]2c4cc(NCc5ccc(Br)cc5)ccc4[C@H](C3)N3CCC[C@@H]23)cc1",1
"Brc1ccc(NC2=Nc3ccccc3CC2)cc1",0
"Brc1ccc(Oc2ccccc2)cc1",0
"Brc1ccc2c(c1)[C@H]1c3cc(Br)ccc3[C@H](C2)N2CCC[C@@H]12",1
"Brc1cccc(CN2CCN(c3ncccn3)CC2)c1",0
"Brc1ccccn1",0
"Brc1nc2ccccc2s1",0
"C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1",0
"C#CC(O)C(CC)CCCC",0
"C#CC(O)CCC",0
"C#CC1(O)CCCCC1",0
"C#CC1=C(C#C)C(=O)C(Cl)=C(Cl)C1=O",0
"C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O",0
"C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21",0
"C#CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13",1
"C#CCN1CN(c2ccccc2)C2(CCN(C(c3ccccc3)c3ccccc3)CC2)C1=O",1
"C#CCO",0
"C#CCOC(=O)/C=C(C)/C=C/CC(C)CCCC(C)C",0
"C#CCOC(=O)[C@@H](C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1",0
"C#CCOCC1CC23CCC1(OC)C1Oc4c(OC)ccc5c4[C@@]12CCN(C)[C@@H]3C5",1
"C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1",0
"C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C",0
"C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C",0
"C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC",0
"C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C",0
"C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C",1
"C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C",0
"C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C",0
"C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1",1
"C(=C/c1ccccc1)\CN1CCN(C(c2nnnn2-c2ccc3c(c2)OCCO3)C2CC2)CC1",0
"C(=NC1CCCCC1)=NC1CCCCC1",0
"C/C(=C\c1ccccc1)CN1CCN(c2ccccc2)CC1",0
"C/C(=N/Nc1ccnc2cc(Cl)ccc12)c1ccc(N)cc1",0
"C/C(=N\C#N)N(C)Cc1ccc(Cl)nc1",0
"C/C(=N\NC(=O)Nc1cc(F)cc(F)c1)c1ncccc1C(=O)O",0
"C/C=C/C(=O)O[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@H](c4ccoc4)C[C@]3(C)[C@H]2C1=O",1
"C/C=C/C=C/C(=O)O",0
"C/C=C/C=C/C(=O)[O-]",0
"C/C=C/c1ccc(OC)cc1",0
"C/C=C1\C[C@@]23Cc4c([nH]c5ccccc45)[C@@H]1[C@@]21CCN(C)C3Cc2ccc(OC)c(O)c21",1
"C/C=C\C/C=C/CCCCCCCCOC(C)=O",0
"C/N=c1\scc(-c2ccc(F)cc2)n1/N=C/c1ccc(O)c(O)c1",0
"C1=C(CCNCc2ccc(N3CCCc4ccccc43)cc2)CCCC1",1
"C1=CC2C3C=CC(C3)C2C1",0
"C1=CC2CC1CC2CN1CCN(c2ccccc2)CC1",0
"C1=CCCC1",0
"C1=CCCC=CCCC=CCC1",0
"C1=Cc2cccc3cccc1c23",0
"C1CC2OC2CC1C1CO1",0
"C1CCC(SSC2CCCCC2)CC1",0
"C1CCCCC1",0
"C1CCOC1",0
"C1CCSC1",0
"C1CNCCN1",0
"C1COCO1",0
"C1N2CN3CN1CN(C2)C3",0
"C=C(/C=C/C)C1=C(C)CCCC1(C)C",0
"C=C(C#N)C(=O)OCC",0
"C=C(C(=O)N[C@@H](Cc1ccccc1)C(N)=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)c1ccccc1",1
"C=C(C(=O)O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1c(C)cc(O)cc1C)c1ccccc1",1
"C=C(C(=O)O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1c(C)cc(O)cc1C)c1ccco1",1
"C=C(C(N)=O)[C@@H](NC(=O)C(=C)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)c1ccccc1)c1ccccc1",1
"C=C(C(N)=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)c1ccc(Cl)cc1",1
"C=C(C(N)=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)c1ccc(F)cc1",1
"C=C(C(N)=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)c1ccc(OC)cc1",1
