SMILES,ACE
CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,0
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,0
CCCCOC(=O)CCCCC(=O)OCCCC,0
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,0
CCCCOC(=O)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@@H]3O,0
CCCCOC(=O)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1C[C@@H]3O,0
CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,0
CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,0
CCCCOC(=O)c1ccc(O)cc1,0
CCCCOC(=O)c1ccccc1,0
CCCCOC(=O)c1ccccc1C(=O)O,0
CCCCOC(=O)c1ccccc1C(=O)OCCCC,0
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,0
CCCCOCCO,0
CCCCOCCOCCO,0
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,0
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,0
CCCCOC[n+]1ccn(C)c1/C=N/O,0
CCCCOP(=O)(OCCCC)OCCCC,0
CCCCSC(=O)OCC[N+](C)(C)C,0
CCCCSP(=O)(SCCCC)SCCCC,0
CCCC[C@@H](O)/C=C/C=C/C(=O)O,1
CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,0
CCCC[Sn](Cl)(CCCC)CCCC,0
CCCCc1ccc2c(n1)[C@@H](c1ccc(OC)cc1C[C@H](C)C(=O)[O-])[C@H](C(=O)[O-])[C@H]2c1ccc2c(c1)OCO2,0
CCCCc1ccccc1,0
CCCCc1nc2cccnc2n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,0
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,0
CCCN(C)C(=O)Oc1ccc2c(c1)C(N)CC2,1
CCCN(C)C(=O)Oc1cccc(CCN)c1,1
CCCN(C)c1ccc(/C=C2\Cc3cc(OC)c(OCCN4CCCCC4)cc3C2=O)cc1,1
CCCN(C1CCN(C(=O)C2CCNCC2)CC1)[C@@H]1CCc2ccc(OC)cc2C1,1
CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1,0
CCCN(CCC)C(=O)SCC,0
CCCN(CCC)CCCCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,0
CCCN(CCC)CCCCCCOc1ccc(CC2NCCc3cc(OC)c(OC)cc32)cc1,1
CCCN(CCC)CCCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,0
CCCN(CCC)CCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,1
CCCN(CCC)CCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,0
CCCN(CCC)CCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,0
CCCN(CCC)N=O,0
CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],0
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],0
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0
CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],0
CCCN(CCC)c1ccc(/C=C2\Cc3cc(OC)c(OCCN4CCCCC4)cc3C2=O)cc1,1
CCCN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NC)c1,1
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,0
CCCN1CCCC(c2cccc(OC(=O)NC(C)C)c2)C1,1
CCCN1CCCCc2ccc(C(=O)CCC3CCN(Cc4ccccc4)CC3)cc21,1
CCCN1CCN(c2nccc(NC(c3ccccc3)c3ccccc3)n2)CC1,0
CCCN1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1,0
CCCN1CCN(c2nccc(NCc3ccccc3)n2)CC1,0
CCCN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,1
CCCN1Cc2cc(O)ccc2N(C)C1c1ccccc1,0
CCCNC(=O)Oc1ccc2c(c1)C(N)CC2,1
CCCNC(=O)Oc1ccc2c(c1)C1CCN(CC)C1C2,1
CCCNC(=O)Oc1ccc2c(c1)[C@@H]1CCN(CC)C1C2,1
CCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CC)C1C2,1
CCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CC)[C@@H]1C2,1
CCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,1
CCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)ccoc3c2)c1,1
CCCNC1CCc2ccc(OC(=O)N(C)CC)cc21,1
CCCNc1c2c(nc3ccc(OC)cc13)CCCC2,1
CCCNc1cc(NCCSCc2ccc(CN(C)C)o2)c([N+](=O)[O-])cc1[N+](=O)[O-],1
CCCOC(=O)NCCCN(C)C,0
CCCOC(=O)c1cc(O)c(O)c(O)c1,0
CCCOC(=O)c1ccc(C(=O)OCCC)nc1,0
CCCOC(=O)c1ccc(O)cc1,0
CCCOC/C(=N\c1ccc(Cl)cc1C(F)(F)F)n1ccnc1,0
CCCOCCn1c(=O)nc(NC2CCC(O)CC2)c2nnc(-c3ccc(OC)nc3)cc21,1
CCCOc1ccc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(Cc3ccccn3)nc2c(=O)[nH]1,0
CCCOc1nn(C(=O)[N-]S(=O)(=O)c2ccccc2C(=O)OC)c(=O)n1C,0
CCCOc1sc(C(=O)N2CCC(c3cc(CN)ccc3F)CC2)c(C)c1Br,0
CCCSC(=O)N(CCC)CCC,0
CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,1
CCCSP(=O)(OCC)SCCC,0
CCCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)C,1
CCCSc1nc2nc3c(c(N)c2s1)C1CC(C)=CC(C3)C1,1
CCCSc1nc2nc3c(c(N)c2s1)C1CC(CC)=CC(C3)C1,1
CCC[n+]1ccc(CCC(=O)C2Cc3cc(OC)c(OC)cc3S2)cc1,1
CCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1,1
CCCc1cc(=NCCC2CCN(Cc3ccccc3)CC2)[nH]nc1-c1ccccc1,1
CCCc1cc(=O)[nH]c(=S)[nH]1,0
CCCc1cc(N2CCC=N2)ccc1C(=O)O/N=C(\N)c1ccc(C(F)(F)F)cc1,0
CCCc1ccccc1,0
CCCn1c2c(c3c(Br)c(OC(=O)NC)ccc31)CC/C2=N/CC,1
CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C,1
CCN(C(=O)c1cc(C)cc(OC[C@H](C)Nc2ccncc2)c1)C(C)C,1
CCN(C)C(=O)Oc1cc(C(C)N(C)C)cc2oc(=O)c3ccccc3c12,0
CCN(C)C(=O)Oc1ccc2c(c1)C(N)CC2,0
CCN(C)C(=O)Oc1ccc2c(c1)C(N)CCC2,1
CCN(C)C(=O)Oc1ccc2c(c1)C(NC)CC2,0
CCN(C)C(=O)Oc1ccc2c(c1)CC(N)CC2,0
CCN(C)C(=O)Oc1ccc2c(c1)[C@H](N)CC2,1
CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1,0
CCN(C)C(=O)Oc1cccc(CCN)c1,0
CCN(C)C(=O)Oc1cccc(CCNC)c1,0
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,1
CCN(C)C(=O)Oc1cccc2c1C(N)CC2,0
CCN(C)C(=O)Oc1cccc2c1CCC2N,1
CCN(C)Cc1ccc(/C=C2\Cc3cc(OC)c(OC)cc3C2=O)cc1,1
CCN(C)Cc1ccc(CC2Cc3cc(OC)c(OC)cc3C2=O)cc1,1
CCN(C)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,1
CCN(C)Cc1cccc(/C=C2\Cc3cc(OC)c(OC)cc3C2=O)c1,1
CCN(C)Cc1cccc(CC2Cc3cc(OC)c(OC)cc3C2=O)c1,1
CCN(C)c1ccc(/C=C2\Cc3cc(OC)c(OCCN4CCCCC4)cc3C2=O)cc1,1
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,0
CCN(CC)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,0
CCN(CC)C(=O)SCc1ccc(Cl)cc1,0
CCN(CC)C(=O)c1cc(S(=O)(=O)Cc2ccccc2)c(N2CCC(c3ccccc3)CC2)cc1N(CC)CCN(C)C,0
CCN(CC)C(=O)c1cccc(C)c1,0
CCN(CC)C(=S)SSC(=S)N(CC)CC,0
CCN(CC)C(C)C(=O)N1c2ccccc2Sc2ccccc21,1
CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,0
CCN(CC)C(C)c1ccc(OC2Cc3cc(OC)c(OC)cc3C2=O)cc1,1
CCN(CC)C(C)c1cccc(OC2Cc3cc(OC)c(OC)cc3C2=O)c1,1
CCN(CC)CC(=O)Nc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1,1
CCN(CC)CC/N=C(\NO)c1nc(-c2ccccc2)no1,0
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,1
CCN(CC)CCCCCCCOc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1,1
CCN(CC)CCCCCCCOc1ccc2c(c1)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)C2,1
CCN(CC)CCCCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,0
CCN(CC)CCCCCCOc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1,1
CCN(CC)CCCCCCOc1ccc(CC2NCCc3cc(OC)c(OC)cc32)cc1,1
CCN(CC)CCCCCCOc1ccc2c(c1)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)C2,1
CCN(CC)CCCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,0
CCN(CC)CCCCCOc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1,1
CCN(CC)CCCCCOc1ccc2c(c1)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)C2,1
CCN(CC)CCCCCOc1ccc2c(c1)CC/C(=C\c1ccc(CN(C)Cc3ccccc3)cc1)C2=O,1
CCN(CC)CCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,0
CCN(CC)CCCCOc1ccc2c(c1)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)C2,1
CCN(CC)CCCCOc1ccc2c(c1)C/C(=C\c1ccc(CN(C)Cc3ccccc3)cc1)C2=O,1
CCN(CC)CCCN1CC(=O)N(C2CC2)CC1=O,0
CCN(CC)CCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,0
CCN(CC)CCCOc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1,1
CCN(CC)CCCOc1ccc2c(c1)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)C2,1
CCN(CC)CCCOc1ccc2c(c1)C/C(=C\c1ccc(CN(C)Cc3ccccc3)cc1)C2=O,1
CCN(CC)CCCOc1ccc2nc3n(c(=O)c2c1)CCC3,1
CCN(CC)CCCOc1ccc2nc3n(c(=O)c2c1)CCCC3,1
CCN(CC)CCCOc1ccc2nc3n(c(=O)c2c1)CCCCC3,0
CCN(CC)CCCOc1ccc2nc3n(c(=O)c2c1)CCCc1ccccc1-3,1
CCN(CC)CCCOc1ccc2nc3n(c(=O)c2c1)CCc1ccccc1-3,1
CCN(CC)CCCOc1ccc2nc3n(c(=O)c2c1)Cc1ccccc1-3,1
CCN(CC)CCN1CC(=O)N(CCc2ccccc2)CC1=O,0
CCN(CC)CCNC(=O)N1c2ccccc2Sc2ccccc21,0
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,1
CCN(CC)CCNC(=O)c1ccc(N)cc1,1
CCN(CC)CCNc1ccc(CNC=O)c2sc3ccc(OC)cc3c(=O)c12,1
CCN(CC)CCO,0
CCN(CC)CCOc1ccc(-c2nc3cc(C)ccc3[nH]2)cc1,0
CCN(CC)CCOc1ccc(-c2nc3cc(Cl)ccc3[nH]2)cc1,1
CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0
CCN(CC)CCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,1
CCN(CC)CCOc1ccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)cc1,0
CCN(CC)CCOc1ccc2c(c1)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)C2,1
CCN(CC)CCOc1ccc2c(c1)C/C(=C\c1ccc(CN(C)Cc3ccccc3)cc1)C2=O,1
CCN(CC)CCOc1cccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)c1,0
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Br)cc1,0
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(C#N)cc1,0
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1,0
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(OC)cc1,0
CCN(CC)CCS/C(=N\O)c1nc(-c2ccccc2)no1,1
CCN(CC)CCS/C(=N\O)c1nc(C(C)(C)C)no1,0
CCN(CC)CCS/C(=N\O)c1nc(C)no1,0
CCN(CC)CCS/C(=N\O)c1nc(Cc2ccccc2)no1,0
CCN(CC)CCc1ccc(Oc2ccc(C(=O)c3ccc(CN(C)Cc4ccccc4)cc3)cc2)cc1,1
CCN(CC)Cc1ccc(/C=C2\Cc3cc(OC)c(OC)cc3C2=O)cc1,1
CCN(CC)Cc1ccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)cc1,0
CCN(CC)Cc1ccc(C(=O)c2ccc(OC)c(OC)c2)cc1,0
CCN(CC)Cc1ccc(CC2Cc3cc(OC)c(OC)cc3C2=O)cc1,1
CCN(CC)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,1
CCN(CC)Cc1ccc(OC2Cc3cc(OC)c(OC)cc3C2=O)cc1,1
CCN(CC)Cc1cccc(/C=C2\Cc3cc(OC)c(OC)cc3C2=O)c1,1
CCN(CC)Cc1cccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)c1,0
CCN(CC)Cc1cccc(CC2Cc3cc(OC)c(OC)cc3C2=O)c1,1
CCN(CC)Cc1cccc(OC2Cc3cc(OC)c(OC)cc3C2=O)c1,1
CCN(CC)N=O,0
CCN(CC)c1ccc(/C=C2\Cc3cc(OC)c(OCCN4CCCCC4)cc3C2=O)cc1,1
CCN(CC)c1ccccc1,0
CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,0
CCN(CCC(=O)N1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1)C1CCCCC1,1
CCN(CCC(=O)NCCCCNc1c2c(nc3ccccc13)CCCC2)C1CCCCC1,1
CCN(CCC(=O)NCCCNc1c2c(nc3ccccc13)CCCC2)C1CCCCC1,1
CCN(CCC(=O)NCCNc1c2c(nc3ccccc13)CCCC2)C1CCCCC1,1
CCN(CCC1CCN(Cc2ccccc2)CC1)c1ccccc1,0
CCN(CCCCCC(=O)N1CCN(C(=O)CCCCCN(CC)Cc2ccccc2OC)CC1)Cc1ccccc1OC,1
CCN(CCCCCCCCc1cccc(OC)c1)Cc1ccccc1OC,1
CCN(CCCCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccccc1OC,1
CCN(CCCCCCN1C(=O)c2cccc3cccc(c23)C1=O)Cc1ccccc1OC,1
CCN(CCCCCCN1CC(=O)N(CCCCCCN(CC)Cc2ccccc2OC)CC1=O)Cc1ccccc1OC,1
CCN(CCCCCCN1CCN(CCCCCCN(CC)Cc2ccccc2OC)C(=O)C1=O)Cc1ccccc1OC,1
CCN(CCCCCCN1CCN(CCCCCCN(CC)Cc2ccccc2OC)C1=O)Cc1ccccc1OC,1
CCN(CCCCCCNC(=O)CCCCC1CCSS1)Cc1ccccc1OC,1
CCN(CCCCCCNC1=CC(=O)C(C)=C(C)C1=O)Cc1ccccc1OC,1
CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2)=CC1=O)Cc1ccccc1,1
CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2C)=CC1=O)Cc1ccccc1C,1
CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2Cl)=CC1=O)Cc1ccccc1Cl,1
CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2[N+](=O)[O-])=CC1=O)Cc1ccccc1[N+](=O)[O-],1
CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccn2)=CC1=O)Cc1ccccn1,1
CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2cccnc2)=CC1=O)Cc1cccnc1,1
CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccco2)=CC1=O)Cc1ccco1,1
CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2cccs2)=CC1=O)Cc1cccs1,1
CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccncc2)=CC1=O)Cc1ccncc1,1
CCN(CCCCCCNC1=CC(=O)C(NCCCNC(=O)CCCCC2CCSS2)=CC1=O)Cc1ccccc1OC,1
CCN(CCCCCCNC1=CC(=O)C(OC)=CC1=O)Cc1ccccc1OC,1
CCN(CCCCCCNC1=CC(=O)c2ccccc2C1=O)Cc1ccccc1OC,0
CCN(CCCCCCNC1=CC(=O)c2ncccc2C1=O)Cc1ccccc1OC,1
CCN(CCCCCCOc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1)Cc1ccccc1,1
CCN(CCCCCCOc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC,1
CCN(CCCCCCOc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC,1
CCN(CCCCCCOc1ccc2c(C)c(C)c(=O)oc2c1)Cc1ccccc1,1
CCN(CCCCCNC1=CC(=O)C(NCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,1
CCN(CCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NC)c1,1
CCN(CCCCNC1=CC(=O)C(NCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,1
CCN(CCCCNc1c2c(nc3ccccc13)CCCC2)CCCNc1c2c(nc3ccccc13)CCCC2,1
CCN(CCCCOc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC,1
CCN(CCCCOc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1,1
CCN(CCCCOc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC,1
CCN(CCCCOc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1)Cc1ccccc1OC,1
CCN(CCCN1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1)C1CCCCC1,1
CCN(CCCNC1=CC(=O)C(NCCCCCCNC(=O)CCCCC2CCSS2)=CC1=O)Cc1ccccc1OC,1
CCN(CCCNC1=CC(=O)C(NCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,1
CCN(CCCNC1=CC(=O)C(NCCCNC(=O)CCCCC2CCSS2)=CC1=O)Cc1ccccc1OC,1
CCN(CCCOc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC,1
CCN(CCCOc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC,1
CCN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NC)c1,1
CCN(CCNC1=CC(=O)C(NCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,1
CCN(CCOCCNC(=O)NCc1ccccc1)CC1CCCCC1,1
CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2S(=O)(=O)[O-])cc1,0
CCN(Cc1cccc2[nH]c3cc(Cl)ccc3c12)C(=O)/C=C/c1ccc(O)c(OC)c1,1
CCN(Cc1ccccc1)Cc1ccc(-c2cc3cc(OC)c(OC)cc3oc2=O)cc1,1
CCN(Cc1ccccc1)Cc1ccc(-c2cc3cc(OCCNC(=O)/C=C/c4cc(F)cc(F)c4)ccc3oc2=O)cc1,1
CCN(Cc1ccccc1)Cc1ccc(-c2cc3cc(OCCNC(=O)/C=C/c4ccc(Cl)c(Cl)c4)ccc3oc2=O)cc1,0
CCN(Cc1ccccc1)Cc1ccc(-c2cc3cc(OCCNC(=O)CCc4ccc(F)c(F)c4)ccc3oc2=O)cc1,1
CCN(Cc1ccccc1)Cc1ccc(-c2cc3cc(OCCNC(=O)Cc4cc(F)cc(F)c4)ccc3oc2=O)cc1,1
CCN(Cc1ccccc1)Cc1ccc(-c2cc3ccc(OCCNC(=O)/C=C/c4cc(F)cc(F)c4)cc3oc2=O)cc1,1
CCN(Cc1ccccc1)Cc1ccc(-c2cc3ccc(OCCNC(=O)/C=C/c4ccc(Cl)c(Cl)c4)cc3oc2=O)cc1,1
CCN(Cc1ccccc1)Cc1ccc(-c2cc3ccc(OCCNC(=O)CCc4ccc(F)c(F)c4)cc3oc2=O)cc1,1
CCN(Cc1ccccc1)Cc1ccc(-c2cc3ccc(OCCNC(=O)Cc4cc(F)cc(F)c4)cc3oc2=O)cc1,1
CCN(Cc1ccccc1)Cc1ccc(/C=C2\Cc3ccc(OC)cc3C2=O)cc1,1
CCN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(OC)c(OC)c2)cc1,1
CCN(Cc1ccccc1)Cc1cccc(-c2coc3cc(OC)c(OC)cc3c2=O)c1,1
CCN(Cc1ccccc1OC)C(=O)CCCCCNC1=CC(=O)C(NCCCCCC(=O)N(CC)Cc2ccccc2OC)=CC1=O,0
CCN(Cc1cccnc1)C(=O)c1cccc(Cl)c1[C@]1(C)C(=O)N(Cc2ccc(OC)cc2OC)c2ccc(Cl)cc21,0
CCN1CCC2(CC1)COc1cc3c(cc12)N(C(=O)c1ccc(-c2ccc(-c4nnc(C)o4)cc2C)cc1)CC3,1
CCN1CCC2CC1c1ccc(OC(=O)NC)cc12,1
CCN1CCC2c3cc(OC(=O)NC)ccc3CC21,1
CCN1CCCC1CNc1ccc(-c2ccccc2)nn1,0
CCN1CCCCc2ccc(C(=O)CCC3CCN(Cc4ccccc4)CC3)cc21,1
CCN1CC[C@@]2(C)c3cc(OC(=O)NC(C)(C)C)ccc3CC12,0
CCN1CC[C@@]2(C)c3cc(OC(=O)NC(C)(C)C)ccc3C[C@@H]12,0
CCN1CC[C@@]2(C)c3cc(OC(=O)NC(C)c4ccccc4)ccc3C[C@@H]12,1
CCN1CC[C@@]2(C)c3cc(OC(=O)NC)ccc3CC12,1
CCN1CC[C@@]2(C)c3cc(OC(=O)NC)ccc3C[C@@H]12,1
CCN1CC[C@@]2(C)c3cc(OC(=O)NCc4ccccc4)ccc3CC12,1
CCN1CC[C@@]2(C)c3cc(OC(=O)NCc4ccccc4)ccc3C[C@@H]12,1
CCN1CC[C@@]2(C)c3cc(OC(=O)N[C@@H](C)c4ccccc4)ccc3CC12,1
CCN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3CC12,1
CCN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3C[C@@H]12,1
CCN1CC[C@H]2c3cc(OC(=O)NC)ccc3CC21,1
CCN1CCc2cc(-c3cnc4[nH]c5cnc(C#N)cc5c4c3)ccc2C1,1
CCN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,1
CCN1CCc2sc(-c3cnc4[nH]c5cnc(C#N)cc5c4c3)cc2C1,1
CCNC(=O)N1c2ccccc2Sc2ccccc21,0
CCNC(=O)NC(=O)/C(C#N)=N/OC,0
CCNC(=O)Oc1ccc2c(c1)C(N)CC2,0
CCNC(=O)Oc1ccc2c(c1)C1(C)CCOC1O2,1
CCNC(=O)Oc1ccc2c(c1)C1(C)COC(C1)O2,1
CCNC(=O)Oc1ccc2c(c1)C1(C)COC(O2)O1,1
CCNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCO[C@H]1O2,1
CCNC(=O)Oc1ccc2c(c1)[C@@]1(C)CO[C@H](C1)O2,1
CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,1
CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,1
CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCOC1N2C,1
CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCO[C@@H]1N2C,1
CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCO[C@@H]1O2,1
CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CO[C@@H](C1)O2,1
CCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,1
CCNC(=O)Oc1cccc2c1CCC1CCN(C)C21,1
CCNC(=O)Oc1cccc2c1OCC1CCN(C)C21,1
CCNC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)N(Cc1ccccc1)CCC3,1
CCNC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3,1
CCNC1CCc2ccc(OC(=O)N(C)C)cc21,0
CCNCc1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)N(Cc1ccccc1)CCC3,1
CCNCc1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3,1
CCNCc1ccc2nc(-c3cccnc3)c3c(c2c1)NCCC3,0
CCNCc1cccc2[nH]c3cc(Cl)ccc3c12,1
CCNP(=S)(OC)O/C(C)=C/C(=O)OC(C)C,0
CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
CCNc1c2c(nc3ccc(OC)cc13)CCCC2,0
CCNc1cccc(C)c1,0
CCNc1ccccc1,0
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,0
CCNc1nc(Cl)nc(NC(C)(C)C)n1,0
CCNc1nc(Cl)nc(NC(C)C)n1,0
CCNc1nc(Cl)nc(NCC)n1,0
CCNc1nc(N)nc(Cl)n1,0
CCNc1nc(NC(C)C)nc(SC)n1,0
