"SMILES","Binary Activity","STANDARD_VALUE","STANDARD_TYPE"
"BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br",0,,
"BrCBr",0,,
"BrCCCCBr",0,,
"Brc1ccc(-n2cc(-c3ccccc3)nn2)cc1",0,375300.0,"IC50"
"Brc1ccc(Br)cc1",0,,
"Brc1ccc(Oc2ccccc2)cc1",0,,
"C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1",0,,
"C#CC1(O)CCCCC1",0,,
"C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O",0,,
"C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccc(OC(=O)N(C)C)c5ncccc45)CC3)ccc2n1C",1,5900.0,"IC50"
"C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2[nH]1",1,7100.0,"IC50"
"C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C",1,2500.0,"IC50, IC50"
"C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4C)CC3)ccc2n1C",1,4900.0,"IC50"
"C#CCN(Cc1ccc(O)c2ncccc12)C(C#N)CCC1CCN(Cc2ccccc2)CC1",1,2100.0,"IC50"
"C#CCN(Cc1ccc2cccc(O)c2n1)C(C#N)C1CCN(Cc2ccccc2)CC1",1,30.0,"IC50"
"C#CCN(Cc1ccc2cccc(O)c2n1)C(C#N)CC1CCN(Cc2ccccc2)CC1",1,2.0,"IC50"
"C#CCN(Cc1ccc2cccc(O)c2n1)C(C#N)CCC1CCN(Cc2ccccc2)CC1",0,319449.0714285714,"Ki, Ki, Km, Km, Km, Km, IC50"
"C#CCN(Cc1ccc2cccc(O)c2n1)CC1CCN(Cc2ccccc2)CC1",1,64.0,"IC50"
"C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21",0,,
"C#CCN1CCC(CN(CCCOC)C(=O)c2ccc3ccccc3c2)CC1",1,4590.0,"IC50"
"C#CCN1CCC(CN(CCCOC)S(=O)(=O)c2ccc3ccccc3c2)CC1",1,281.0,"IC50"
"C#CCN1CCC(CN(CCOC)C(=O)c2ccc3ccccc3c2)CC1",1,4040.0,"IC50"
"C#CCN1CCC(CNC(=O)c2ccc3ccccc3c2)CC1",0,54396.0,"IC50"
"C#CCN1CCC(CNS(=O)(=O)c2ccc3ccccc3c2)CC1",1,2600.0,"IC50"
"C#CCN1CCCC(CN(CCCOC)C(=O)c2ccc3ccccc3c2)C1",1,8641.0,"IC50"
"C#CCN1CCCC(CN(CCCOC)S(=O)(=O)c2ccc3ccccc3c2)C1",1,127.0,"IC50"
"C#CCN1CCCC(CN(CCOC)C(=O)c2ccc3ccccc3c2)C1",1,3306.0,"IC50"
"C#CCN1CCCC(CN(CCOC)S(=O)(=O)c2ccc3ccccc3c2)C1",1,137.0,"IC50"
